;Not sorted array;;BubbleSort;;SelectionSort;;InsertSort;;ShellSort;;QuickSort
;4626;;67;;67;;67;;67;;67
;1323;;67;;67;;67;;67;;67
;5537;;70;;70;;70;;70;;70
;1538;;70;;70;;70;;70;;70
;6118;;71;;71;;71;;71;;71
;2082;;72;;72;;72;;72;;72
;2929;;72;;72;;72;;72;;72
;6541;;72;;72;;72;;72;;72
;4833;;73;;73;;73;;73;;73
;1115;;73;;73;;73;;73;;73
;4639;;74;;74;;74;;74;;74
;9658;;75;;75;;75;;75;;75
;2704;;75;;75;;75;;75;;75
;9930;;75;;75;;75;;75;;75
;3977;;76;;76;;76;;76;;76
;2306;;77;;77;;77;;77;;77
;1673;;78;;78;;78;;78;;78
;2386;;79;;79;;79;;79;;79
;5021;;80;;80;;80;;80;;80
;8745;;80;;80;;80;;80;;80
;6924;;80;;80;;80;;80;;80
;9072;;80;;80;;80;;80;;80
;6270;;83;;83;;83;;83;;83
;5829;;83;;83;;83;;83;;83
;6777;;83;;83;;83;;83;;83
;5573;;83;;83;;83;;83;;83
;5097;;84;;84;;84;;84;;84
;6512;;84;;84;;84;;84;;84
;3986;;85;;85;;85;;85;;85
;3290;;88;;88;;88;;88;;88
;9161;;88;;88;;88;;88;;88
;8636;;89;;89;;89;;89;;89
;2355;;89;;89;;89;;89;;89
;4767;;90;;90;;90;;90;;90
;3655;;90;;90;;90;;90;;90
;5574;;90;;90;;90;;90;;90
;4031;;93;;93;;93;;93;;93
;2052;;93;;93;;93;;93;;93
;7350;;95;;95;;95;;95;;95
;1150;;96;;96;;96;;96;;96
;6941;;98;;98;;98;;98;;98
;1724;;99;;99;;99;;99;;99
;3966;;101;;101;;101;;101;;101
;3430;;101;;101;;101;;101;;101
;1107;;101;;101;;101;;101;;101
;191;;101;;101;;101;;101;;101
;8007;;102;;102;;102;;102;;102
;1337;;102;;102;;102;;102;;102
;5457;;102;;102;;102;;102;;102
;2287;;103;;103;;103;;103;;103
;7753;;103;;103;;103;;103;;103
;383;;103;;103;;103;;103;;103
;4945;;104;;104;;104;;104;;104
;8909;;106;;106;;106;;106;;106
;2209;;106;;106;;106;;106;;106
;9758;;106;;106;;106;;106;;106
;4221;;106;;106;;106;;106;;106
;8588;;106;;106;;106;;106;;106
;6422;;109;;109;;109;;109;;109
;4946;;111;;111;;111;;111;;111
;7506;;112;;112;;112;;112;;112
;3030;;113;;113;;113;;113;;113
;6413;;113;;113;;113;;113;;113
;9168;;114;;114;;114;;114;;114
;900;;116;;116;;116;;116;;116
;2591;;117;;117;;117;;117;;117
;8762;;118;;118;;118;;118;;118
;1655;;118;;118;;118;;118;;118
;7410;;119;;119;;119;;119;;119
;6359;;119;;119;;119;;119;;119
;7624;;120;;120;;120;;120;;120
;537;;121;;121;;121;;121;;121
;1548;;121;;121;;121;;121;;121
;6483;;122;;122;;122;;122;;122
;7595;;123;;123;;123;;123;;123
;4041;;123;;123;;123;;123;;123
;3602;;124;;124;;124;;124;;124
;4350;;127;;127;;127;;127;;127
;291;;127;;127;;127;;127;;127
;836;;128;;128;;128;;128;;128
;9374;;129;;129;;129;;129;;129
;1020;;129;;129;;129;;129;;129
;4596;;130;;130;;130;;130;;130
;4021;;130;;130;;130;;130;;130
;7348;;132;;132;;132;;132;;132
;3199;;132;;132;;132;;132;;132
;9668;;132;;132;;132;;132;;132
;4484;;133;;133;;133;;133;;133
;8281;;134;;134;;134;;134;;134
;4734;;134;;134;;134;;134;;134
;53;;134;;134;;134;;134;;134
;1999;;135;;135;;135;;135;;135
;6418;;135;;135;;135;;135;;135
;7938;;136;;136;;136;;136;;136
;6900;;137;;137;;137;;137;;137
;3788;;137;;137;;137;;137;;137
;8127;;137;;137;;137;;137;;137
;467;;138;;138;;138;;138;;138
;3728;;139;;139;;139;;139;;139
;4893;;139;;139;;139;;139;;139
;4648;;139;;139;;139;;139;;139
;2483;;140;;140;;140;;140;;140
;7807;;141;;141;;141;;141;;141
;2421;;142;;142;;142;;142;;142
;4310;;142;;142;;142;;142;;142
;6617;;142;;142;;142;;142;;142
;2813;;142;;142;;142;;142;;142
;9514;;142;;142;;142;;142;;142
;4309;;142;;142;;142;;142;;142
;7616;;143;;143;;143;;143;;143
;8935;;144;;144;;144;;144;;144
;7451;;144;;144;;144;;144;;144
;600;;144;;144;;144;;144;;144
;5249;;145;;145;;145;;145;;145
;6519;;146;;146;;146;;146;;146
;1556;;146;;146;;146;;146;;146
;2798;;146;;146;;146;;146;;146
;303;;148;;148;;148;;148;;148
;6224;;148;;148;;148;;148;;148
;1008;;148;;148;;148;;148;;148
;5844;;148;;148;;148;;148;;148
;2609;;149;;149;;149;;149;;149
;4989;;149;;149;;149;;149;;149
;2702;;150;;150;;150;;150;;150
;3195;;153;;153;;153;;153;;153
;485;;153;;153;;153;;153;;153
;3093;;154;;154;;154;;154;;154
;4343;;155;;155;;155;;155;;155
;523;;158;;158;;158;;158;;158
;1587;;159;;159;;159;;159;;159
;9314;;159;;159;;159;;159;;159
;9503;;159;;159;;159;;159;;159
;7448;;160;;160;;160;;160;;160
;5200;;162;;162;;162;;162;;162
;3458;;163;;163;;163;;163;;163
;6618;;165;;165;;165;;165;;165
;580;;165;;165;;165;;165;;165
;9796;;167;;167;;167;;167;;167
;4798;;168;;168;;168;;168;;168
;5281;;168;;168;;168;;168;;168
;9589;;168;;168;;168;;168;;168
;798;;168;;168;;168;;168;;168
;8009;;169;;169;;169;;169;;169
;7157;;169;;169;;169;;169;;169
;472;;169;;169;;169;;169;;169
;3622;;170;;170;;170;;170;;170
;8538;;170;;170;;170;;170;;170
;2292;;170;;170;;170;;170;;170
;6038;;171;;171;;171;;171;;171
;4179;;173;;173;;173;;173;;173
;8190;;174;;174;;174;;174;;174
;9657;;175;;175;;175;;175;;175
;7958;;175;;175;;175;;175;;175
;6191;;175;;175;;175;;175;;175
;9815;;176;;176;;176;;176;;176
;2888;;178;;178;;178;;178;;178
;9156;;178;;178;;178;;178;;178
;1511;;180;;180;;180;;180;;180
;6202;;180;;180;;180;;180;;180
;2634;;180;;180;;180;;180;;180
;4272;;182;;182;;182;;182;;182
;55;;183;;183;;183;;183;;183
;328;;183;;183;;183;;183;;183
;2646;;183;;183;;183;;183;;183
;6362;;183;;183;;183;;183;;183
;4886;;183;;183;;183;;183;;183
;8875;;184;;184;;184;;184;;184
;8433;;184;;184;;184;;184;;184
;9869;;185;;185;;185;;185;;185
;142;;187;;187;;187;;187;;187
;3844;;188;;188;;188;;188;;188
;1416;;189;;189;;189;;189;;189
;1881;;189;;189;;189;;189;;189
;1998;;189;;189;;189;;189;;189
;322;;189;;189;;189;;189;;189
;8651;;189;;189;;189;;189;;189
;21;;189;;189;;189;;189;;189
;5699;;190;;190;;190;;190;;190
;3557;;191;;191;;191;;191;;191
;8476;;191;;191;;191;;191;;191
;7892;;193;;193;;193;;193;;193
;4389;;193;;193;;193;;193;;193
;5075;;193;;193;;193;;193;;193
;712;;194;;194;;194;;194;;194
;2600;;195;;195;;195;;195;;195
;2510;;195;;195;;195;;195;;195
;1003;;195;;195;;195;;195;;195
;6869;;198;;198;;198;;198;;198
;7861;;199;;199;;199;;199;;199
;4688;;199;;199;;199;;199;;199
;3401;;201;;201;;201;;201;;201
;9789;;202;;202;;202;;202;;202
;5255;;202;;202;;202;;202;;202
;6423;;202;;202;;202;;202;;202
;5002;;203;;203;;203;;203;;203
;585;;204;;204;;204;;204;;204
;4182;;204;;204;;204;;204;;204
;285;;205;;205;;205;;205;;205
;7088;;205;;205;;205;;205;;205
;1426;;208;;208;;208;;208;;208
;8617;;209;;209;;209;;209;;209
;3757;;211;;211;;211;;211;;211
;9832;;212;;212;;212;;212;;212
;932;;212;;212;;212;;212;;212
;4169;;213;;213;;213;;213;;213
;2154;;215;;215;;215;;215;;215
;5721;;216;;216;;216;;216;;216
;7189;;216;;216;;216;;216;;216
;9976;;216;;216;;216;;216;;216
;1329;;217;;217;;217;;217;;217
;2368;;219;;219;;219;;219;;219
;8692;;221;;221;;221;;221;;221
;1425;;222;;222;;222;;222;;222
;555;;223;;223;;223;;223;;223
;3434;;224;;224;;224;;224;;224
;6549;;224;;224;;224;;224;;224
;7441;;225;;225;;225;;225;;225
;9512;;226;;226;;226;;226;;226
;145;;227;;227;;227;;227;;227
;8060;;227;;227;;227;;227;;227
;1718;;227;;227;;227;;227;;227
;3753;;228;;228;;228;;228;;228
;6139;;229;;229;;229;;229;;229
;2423;;229;;229;;229;;229;;229
;6279;;231;;231;;231;;231;;231
;5996;;231;;231;;231;;231;;231
;6687;;234;;234;;234;;234;;234
;2529;;235;;235;;235;;235;;235
;2549;;236;;236;;236;;236;;236
;7437;;236;;236;;236;;236;;236
;9866;;237;;237;;237;;237;;237
;2949;;237;;237;;237;;237;;237
;193;;238;;238;;238;;238;;238
;3195;;238;;238;;238;;238;;238
;3297;;238;;238;;238;;238;;238
;416;;241;;241;;241;;241;;241
;8286;;241;;241;;241;;241;;241
;6105;;242;;242;;242;;242;;242
;4488;;245;;245;;245;;245;;245
;6282;;245;;245;;245;;245;;245
;2455;;248;;248;;248;;248;;248
;5734;;250;;250;;250;;250;;250
;8114;;252;;252;;252;;252;;252
;1701;;253;;253;;253;;253;;253
;1316;;253;;253;;253;;253;;253
;671;;253;;253;;253;;253;;253
;5786;;258;;258;;258;;258;;258
;2263;;258;;258;;258;;258;;258
;4313;;259;;259;;259;;259;;259
;4355;;259;;259;;259;;259;;259
;1185;;259;;259;;259;;259;;259
;53;;259;;259;;259;;259;;259
;912;;259;;259;;259;;259;;259
;808;;260;;260;;260;;260;;260
;1832;;260;;260;;260;;260;;260
;945;;263;;263;;263;;263;;263
;4313;;264;;264;;264;;264;;264
;7756;;265;;265;;265;;265;;265
;8321;;267;;267;;267;;267;;267
;9558;;267;;267;;267;;267;;267
;3646;;268;;268;;268;;268;;268
;7982;;268;;268;;268;;268;;268
;481;;268;;268;;268;;268;;268
;4144;;268;;268;;268;;268;;268
;3196;;269;;269;;269;;269;;269
;222;;270;;270;;270;;270;;270
;7129;;270;;270;;270;;270;;270
;2161;;270;;270;;270;;270;;270
;5535;;270;;270;;270;;270;;270
;450;;271;;271;;271;;271;;271
;1173;;272;;272;;272;;272;;272
;466;;273;;273;;273;;273;;273
;2044;;274;;274;;274;;274;;274
;1659;;276;;276;;276;;276;;276
;6292;;278;;278;;278;;278;;278
;6439;;278;;278;;278;;278;;278
;7253;;279;;279;;279;;279;;279
;24;;280;;280;;280;;280;;280
;6154;;282;;282;;282;;282;;282
;9510;;282;;282;;282;;282;;282
;4745;;283;;283;;283;;283;;283
;649;;284;;284;;284;;284;;284
;3186;;284;;284;;284;;284;;284
;8313;;285;;285;;285;;285;;285
;4474;;285;;285;;285;;285;;285
;8022;;285;;285;;285;;285;;285
;2168;;287;;287;;287;;287;;287
;4018;;287;;287;;287;;287;;287
;8787;;288;;288;;288;;288;;288
;9905;;288;;288;;288;;288;;288
;7958;;289;;289;;289;;289;;289
;7391;;289;;289;;289;;289;;289
;202;;290;;290;;290;;290;;290
;3625;;291;;291;;291;;291;;291
;6477;;292;;292;;292;;292;;292
;4414;;293;;293;;293;;293;;293
;9314;;293;;293;;293;;293;;293
;5824;;293;;293;;293;;293;;293
;9334;;297;;297;;297;;297;;297
;5874;;297;;297;;297;;297;;297
;4372;;298;;298;;298;;298;;298
;159;;299;;299;;299;;299;;299
;1833;;300;;300;;300;;300;;300
;8070;;300;;300;;300;;300;;300
;7487;;300;;300;;300;;300;;300
;8297;;301;;301;;301;;301;;301
;7518;;301;;301;;301;;301;;301
;8177;;302;;302;;302;;302;;302
;7773;;303;;303;;303;;303;;303
;2270;;303;;303;;303;;303;;303
;1763;;304;;304;;304;;304;;304
;2668;;304;;304;;304;;304;;304
;7192;;305;;305;;305;;305;;305
;3985;;307;;307;;307;;307;;307
;3102;;308;;308;;308;;308;;308
;8480;;308;;308;;308;;308;;308
;9213;;309;;309;;309;;309;;309
;7627;;309;;309;;309;;309;;309
;4802;;309;;309;;309;;309;;309
;4099;;311;;311;;311;;311;;311
;527;;311;;311;;311;;311;;311
;2625;;312;;312;;312;;312;;312
;1543;;313;;313;;313;;313;;313
;1924;;313;;313;;313;;313;;313
;1023;;315;;315;;315;;315;;315
;9972;;316;;316;;316;;316;;316
;3061;;318;;318;;318;;318;;318
;4181;;318;;318;;318;;318;;318
;1003;;319;;319;;319;;319;;319
;7432;;320;;320;;320;;320;;320
;7505;;320;;320;;320;;320;;320
;7593;;322;;322;;322;;322;;322
;2725;;323;;323;;323;;323;;323
;3031;;323;;323;;323;;323;;323
;8492;;323;;323;;323;;323;;323
;142;;324;;324;;324;;324;;324
;7222;;326;;326;;326;;326;;326
;1286;;326;;326;;326;;326;;326
;3064;;328;;328;;328;;328;;328
;7900;;328;;328;;328;;328;;328
;9187;;330;;330;;330;;330;;330
;8360;;333;;333;;333;;333;;333
;2413;;333;;333;;333;;333;;333
;974;;333;;333;;333;;333;;333
;4270;;333;;333;;333;;333;;333
;9170;;333;;333;;333;;333;;333
;235;;335;;335;;335;;335;;335
;833;;335;;335;;335;;335;;335
;9711;;335;;335;;335;;335;;335
;5760;;336;;336;;336;;336;;336
;8896;;337;;337;;337;;337;;337
;4667;;337;;337;;337;;337;;337
;7285;;337;;337;;337;;337;;337
;2550;;338;;338;;338;;338;;338
;140;;339;;339;;339;;339;;339
;3694;;340;;340;;340;;340;;340
;2695;;340;;340;;340;;340;;340
;1624;;341;;341;;341;;341;;341
;8019;;342;;342;;342;;342;;342
;2125;;342;;342;;342;;342;;342
;6576;;344;;344;;344;;344;;344
;1694;;345;;345;;345;;345;;345
;2658;;348;;348;;348;;348;;348
;6302;;350;;350;;350;;350;;350
;7371;;350;;350;;350;;350;;350
;2466;;350;;350;;350;;350;;350
;4678;;351;;351;;351;;351;;351
;2593;;353;;353;;353;;353;;353
;3851;;353;;353;;353;;353;;353
;5484;;353;;353;;353;;353;;353
;1018;;354;;354;;354;;354;;354
;8464;;355;;355;;355;;355;;355
;1119;;356;;356;;356;;356;;356
;3152;;357;;357;;357;;357;;357
;2800;;359;;359;;359;;359;;359
;8087;;361;;361;;361;;361;;361
;1060;;362;;362;;362;;362;;362
;1926;;363;;363;;363;;363;;363
;9010;;365;;365;;365;;365;;365
;4757;;366;;366;;366;;366;;366
;2170;;366;;366;;366;;366;;366
;315;;369;;369;;369;;369;;369
;9576;;369;;369;;369;;369;;369
;227;;370;;370;;370;;370;;370
;2043;;371;;371;;371;;371;;371
;2758;;371;;371;;371;;371;;371
;7164;;372;;372;;372;;372;;372
;5109;;373;;373;;373;;373;;373
;7882;;373;;373;;373;;373;;373
;7086;;377;;377;;377;;377;;377
;9565;;377;;377;;377;;377;;377
;3487;;378;;378;;378;;378;;378
;9577;;378;;378;;378;;378;;378
;4474;;380;;380;;380;;380;;380
;2625;;380;;380;;380;;380;;380
;5627;;381;;381;;381;;381;;381
;5629;;381;;381;;381;;381;;381
;1928;;382;;382;;382;;382;;382
;5423;;382;;382;;382;;382;;382
;8520;;382;;382;;382;;382;;382
;6902;;383;;383;;383;;383;;383
;4962;;383;;383;;383;;383;;383
;123;;383;;383;;383;;383;;383
;4596;;383;;383;;383;;383;;383
;3737;;386;;386;;386;;386;;386
;3261;;386;;386;;386;;386;;386
;195;;387;;387;;387;;387;;387
;2525;;388;;388;;388;;388;;388
;1264;;388;;388;;388;;388;;388
;8260;;389;;389;;389;;389;;389
;6202;;389;;389;;389;;389;;389
;8116;;390;;390;;390;;390;;390
;5030;;391;;391;;391;;391;;391
;326;;391;;391;;391;;391;;391
;9011;;391;;391;;391;;391;;391
;771;;392;;392;;392;;392;;392
;6411;;393;;393;;393;;393;;393
;5547;;393;;393;;393;;393;;393
;1153;;393;;393;;393;;393;;393
;1520;;394;;394;;394;;394;;394
;9790;;395;;395;;395;;395;;395
;4924;;396;;396;;396;;396;;396
;188;;396;;396;;396;;396;;396
;1763;;396;;396;;396;;396;;396
;4940;;397;;397;;397;;397;;397
;851;;397;;397;;397;;397;;397
;8662;;398;;398;;398;;398;;398
;3829;;400;;400;;400;;400;;400
;900;;401;;401;;401;;401;;401
;7713;;402;;402;;402;;402;;402
;8958;;403;;403;;403;;403;;403
;7578;;403;;403;;403;;403;;403
;8365;;403;;403;;403;;403;;403
;3007;;405;;405;;405;;405;;405
;1477;;406;;406;;406;;406;;406
;1200;;406;;406;;406;;406;;406
;6058;;406;;406;;406;;406;;406
;6439;;408;;408;;408;;408;;408
;2303;;411;;411;;411;;411;;411
;2760;;412;;412;;412;;412;;412
;9357;;415;;415;;415;;415;;415
;2324;;415;;415;;415;;415;;415
;6477;;415;;415;;415;;415;;415
;5108;;415;;415;;415;;415;;415
;1113;;416;;416;;416;;416;;416
;4887;;416;;416;;416;;416;;416
;9801;;416;;416;;416;;416;;416
;2850;;418;;418;;418;;418;;418
;4460;;418;;418;;418;;418;;418
;2428;;419;;419;;419;;419;;419
;2993;;420;;420;;420;;420;;420
;7384;;420;;420;;420;;420;;420
;9405;;421;;421;;421;;421;;421
;6540;;421;;421;;421;;421;;421
;1111;;422;;422;;422;;422;;422
;8704;;422;;422;;422;;422;;422
;2835;;423;;423;;423;;423;;423
;2356;;424;;424;;424;;424;;424
;6072;;424;;424;;424;;424;;424
;9350;;424;;424;;424;;424;;424
;8823;;425;;425;;425;;425;;425
;4485;;426;;426;;426;;426;;426
;556;;426;;426;;426;;426;;426
;3216;;428;;428;;428;;428;;428
;1626;;429;;429;;429;;429;;429
;9357;;430;;430;;430;;430;;430
;8526;;432;;432;;432;;432;;432
;3357;;432;;432;;432;;432;;432
;9337;;432;;432;;432;;432;;432
;3271;;432;;432;;432;;432;;432
;3869;;433;;433;;433;;433;;433
;9361;;435;;435;;435;;435;;435
;2896;;435;;435;;435;;435;;435
;3022;;437;;437;;437;;437;;437
;9617;;437;;437;;437;;437;;437
;112;;439;;439;;439;;439;;439
;2717;;439;;439;;439;;439;;439
;8696;;440;;440;;440;;440;;440
;1585;;440;;440;;440;;440;;440
;4041;;441;;441;;441;;441;;441
;4423;;443;;443;;443;;443;;443
;4129;;444;;444;;444;;444;;444
;4229;;444;;444;;444;;444;;444
;4565;;444;;444;;444;;444;;444
;6559;;444;;444;;444;;444;;444
;8932;;447;;447;;447;;447;;447
;2296;;448;;448;;448;;448;;448
;9855;;448;;448;;448;;448;;448
;2053;;448;;448;;448;;448;;448
;6962;;449;;449;;449;;449;;449
;3584;;449;;449;;449;;449;;449
;9734;;450;;450;;450;;450;;450
;6654;;452;;452;;452;;452;;452
;6972;;454;;454;;454;;454;;454
;1457;;456;;456;;456;;456;;456
;4369;;456;;456;;456;;456;;456
;2532;;459;;459;;459;;459;;459
;2963;;460;;460;;460;;460;;460
;2607;;461;;461;;461;;461;;461
;2483;;462;;462;;462;;462;;462
;911;;463;;463;;463;;463;;463
;1635;;463;;463;;463;;463;;463
;67;;465;;465;;465;;465;;465
;2848;;466;;466;;466;;466;;466
;4675;;466;;466;;466;;466;;466
;2938;;466;;466;;466;;466;;466
;2223;;467;;467;;467;;467;;467
;2142;;467;;467;;467;;467;;467
;3754;;468;;468;;468;;468;;468
;6511;;468;;468;;468;;468;;468
;2741;;468;;468;;468;;468;;468
;175;;469;;469;;469;;469;;469
;1459;;470;;470;;470;;470;;470
;7825;;470;;470;;470;;470;;470
;3221;;470;;470;;470;;470;;470
;7870;;471;;471;;471;;471;;471
;1626;;471;;471;;471;;471;;471
;1934;;472;;472;;472;;472;;472
;5205;;472;;472;;472;;472;;472
;1783;;474;;474;;474;;474;;474
;3850;;474;;474;;474;;474;;474
;7398;;474;;474;;474;;474;;474
;2279;;474;;474;;474;;474;;474
;2701;;475;;475;;475;;475;;475
;2193;;475;;475;;475;;475;;475
;2734;;476;;476;;476;;476;;476
;1637;;476;;476;;476;;476;;476
;6534;;476;;476;;476;;476;;476
;5556;;478;;478;;478;;478;;478
;1993;;479;;479;;479;;479;;479
;176;;479;;479;;479;;479;;479
;5705;;479;;479;;479;;479;;479
;6962;;481;;481;;481;;481;;481
;548;;481;;481;;481;;481;;481
;5881;;481;;481;;481;;481;;481
;300;;482;;482;;482;;482;;482
;4413;;482;;482;;482;;482;;482
;6641;;484;;484;;484;;484;;484
;9855;;485;;485;;485;;485;;485
;4855;;485;;485;;485;;485;;485
;3142;;485;;485;;485;;485;;485
;1462;;485;;485;;485;;485;;485
;7611;;485;;485;;485;;485;;485
;877;;487;;487;;487;;487;;487
;424;;488;;488;;488;;488;;488
;2678;;488;;488;;488;;488;;488
;1752;;489;;489;;489;;489;;489
;8443;;489;;489;;489;;489;;489
;8296;;489;;489;;489;;489;;489
;2673;;490;;490;;490;;490;;490
;40;;491;;491;;491;;491;;491
;9313;;493;;493;;493;;493;;493
;875;;495;;495;;495;;495;;495
;72;;497;;497;;497;;497;;497
;2818;;497;;497;;497;;497;;497
;610;;497;;497;;497;;497;;497
;1017;;498;;498;;498;;498;;498
;4932;;498;;498;;498;;498;;498
;8112;;498;;498;;498;;498;;498
;695;;498;;498;;498;;498;;498
;3169;;499;;499;;499;;499;;499
;3831;;502;;502;;502;;502;;502
;40;;502;;502;;502;;502;;502
;6488;;502;;502;;502;;502;;502
;8685;;503;;503;;503;;503;;503
;9090;;503;;503;;503;;503;;503
;9497;;503;;503;;503;;503;;503
;2589;;504;;504;;504;;504;;504
;5990;;506;;506;;506;;506;;506
;5145;;506;;506;;506;;506;;506
;9353;;506;;506;;506;;506;;506
;9314;;508;;508;;508;;508;;508
;8651;;509;;509;;509;;509;;509
;6740;;509;;509;;509;;509;;509
;2044;;510;;510;;510;;510;;510
;1258;;511;;511;;511;;511;;511
;335;;514;;514;;514;;514;;514
;8759;;518;;518;;518;;518;;518
;1192;;518;;518;;518;;518;;518
;7605;;519;;519;;519;;519;;519
;5264;;521;;521;;521;;521;;521
;2181;;522;;522;;522;;522;;522
;8503;;522;;522;;522;;522;;522
;3829;;523;;523;;523;;523;;523
;3775;;523;;523;;523;;523;;523
;608;;523;;523;;523;;523;;523
;9292;;524;;524;;524;;524;;524
;5997;;524;;524;;524;;524;;524
;7549;;525;;525;;525;;525;;525
;9556;;526;;526;;526;;526;;526
;5561;;527;;527;;527;;527;;527
;1627;;527;;527;;527;;527;;527
;6467;;528;;528;;528;;528;;528
;9541;;528;;528;;528;;528;;528
;6129;;528;;528;;528;;528;;528
;1240;;528;;528;;528;;528;;528
;7813;;530;;530;;530;;530;;530
;9174;;530;;530;;530;;530;;530
;601;;530;;530;;530;;530;;530
;6077;;531;;531;;531;;531;;531
;215;;532;;532;;532;;532;;532
;8683;;532;;532;;532;;532;;532
;8213;;537;;537;;537;;537;;537
;3992;;537;;537;;537;;537;;537
;5824;;538;;538;;538;;538;;538
;5601;;538;;538;;538;;538;;538
;3392;;538;;538;;538;;538;;538
;5759;;538;;538;;538;;538;;538
;2670;;539;;539;;539;;539;;539
;6428;;540;;540;;540;;540;;540
;8027;;540;;540;;540;;540;;540
;4084;;540;;540;;540;;540;;540
;75;;542;;542;;542;;542;;542
;8786;;542;;542;;542;;542;;542
;5498;;542;;542;;542;;542;;542
;4970;;542;;542;;542;;542;;542
;6287;;547;;547;;547;;547;;547
;3847;;548;;548;;548;;548;;548
;2604;;548;;548;;548;;548;;548
;503;;552;;552;;552;;552;;552
;1221;;552;;552;;552;;552;;552
;2663;;553;;553;;553;;553;;553
;5706;;554;;554;;554;;554;;554
;2363;;555;;555;;555;;555;;555
;9010;;555;;555;;555;;555;;555
;2171;;555;;555;;555;;555;;555
;7489;;555;;555;;555;;555;;555
;8240;;556;;556;;556;;556;;556
;2164;;556;;556;;556;;556;;556
;5542;;556;;556;;556;;556;;556
;7619;;556;;556;;556;;556;;556
;913;;556;;556;;556;;556;;556
;7591;;557;;557;;557;;557;;557
;6704;;558;;558;;558;;558;;558
;1818;;559;;559;;559;;559;;559
;9232;;560;;560;;560;;560;;560
;750;;561;;561;;561;;561;;561
;5205;;562;;562;;562;;562;;562
;4975;;563;;563;;563;;563;;563
;1539;;565;;565;;565;;565;;565
;303;;565;;565;;565;;565;;565
;1422;;565;;565;;565;;565;;565
